   1.99999996E-02           0   6.27905205E-02
   3.99999991E-02           0  0.125333235    
   5.99999987E-02           0  0.187381312    
   7.99999982E-02           0  0.248689905    
   9.99999940E-02           0  0.309016973    
  0.119999997               0  0.368124545    
  0.140000001               0  0.425779283    
  0.159999996               0  0.481753707    
  0.179999992               0  0.535826802    
  0.199999988               0  0.587785244    
  0.219999999               0  0.637424052    
  0.239999995               0  0.684547126    
  0.259999990               0  0.728968620    
  0.280000001               0  0.770513237    
  0.299999982               0  0.809017003    
  0.319999993               0  0.844327927    
  0.340000004               0  0.876306713    
  0.359999985               0  0.904827058    
  0.379999995               0  0.929776490    
  0.399999976               0  0.951056480    
  0.419999987               0  0.968583167    
  0.439999998               0  0.982287288    
  0.459999979               0  0.992114723    
  0.479999989               0  0.998026729    
  0.500000000               0   1.00000000    
  0.519999981               0  0.998026729    
  0.539999962               0  0.992114723    
  0.560000002               0  0.982287228    
  0.579999983               0  0.968583167    
  0.599999964               0  0.951056540    
  0.620000005               0  0.929776430    
  0.639999986               0  0.904826999    
  0.659999967               0  0.876306713    
  0.680000007               0  0.844327867    
  0.699999988               0  0.809017003    
  0.719999969               0  0.770513237    
  0.740000010               0  0.728968620    
  0.759999990               0  0.684547067    
  0.779999971               0  0.637423933    
  0.799999952               0  0.587785363    
  0.819999993               0  0.535826743    
  0.839999974               0  0.481753767    
  0.859999955               0  0.425779372    
  0.879999995               0  0.368124396    
  0.899999976               0  0.309017032    
  0.919999957               0  0.248689905    
  0.939999998               0  0.187381297    
  0.959999979               0  0.125333205    
  0.979999959               0   6.27904609E-02

   1.99999996E-02           1   6.12417459E-02
   3.99999991E-02           1  0.122241735    
   5.99999987E-02           1  0.182759523    
   7.99999982E-02           1  0.242555380    
   9.99999940E-02           1  0.301394939    
  0.119999997               1  0.359044552    
  0.140000001               1  0.415277004    
  0.159999996               1  0.469870090    
  0.179999992               1  0.522610188    
  0.199999988               1  0.573287964    
  0.219999999               1  0.621701241    
  0.239999995               1  0.667662144    
  0.259999990               1  0.710988998    
  0.280000001               1  0.751507759    
  0.299999982               1  0.789061546    
  0.319999993               1  0.823502541    
  0.340000004               1  0.854691505    
  0.359999985               1  0.882509232    
  0.379999995               1  0.906843185    
  0.399999976               1  0.927598953    
  0.419999987               1  0.944692612    
  0.439999998               1  0.958058357    
  0.459999979               1  0.967643738    
  0.479999989               1  0.973409653    
  0.500000000               1  0.975334167    
  0.519999981               1  0.973409653    
  0.539999962               1  0.967643738    
  0.560000002               1  0.958059311    
  0.579999983               1  0.944692612    
  0.599999964               1  0.927597046    
  0.620000005               1  0.906844139    
  0.639999986               1  0.882509232    
  0.659999967               1  0.854690552    
  0.680000007               1  0.823503494    
  0.699999988               1  0.789061546    
  0.719999969               1  0.751507759    
  0.740000010               1  0.710988045    
  0.759999990               1  0.667663097    
  0.779999971               1  0.621702671    
  0.799999952               1  0.573285103    
  0.819999993               1  0.522611618    
  0.839999974               1  0.469870090    
  0.859999955               1  0.415275574    
  0.879999995               1  0.359046936    
  0.899999976               1  0.301393509    
  0.919999957               1  0.242555618    
  0.939999998               1  0.182759523    
  0.959999979               1  0.122241616    
  0.979999959               1   6.12416863E-02

   1.99999996E-02           2   5.97307682E-02
   3.99999991E-02           2  0.119228005    
   5.99999987E-02           2  0.178247452    
   7.99999982E-02           2  0.236578703    
   9.99999940E-02           2  0.293957710    
  0.119999997               2  0.350187302    
  0.140000001               2  0.405031204    
  0.159999996               2  0.458288670    
  0.179999992               2  0.509720325    
  0.199999988               2  0.559134960    
  0.219999999               2  0.606373787    
  0.239999995               2  0.651199341    
  0.259999990               2  0.693438530    
  0.280000001               2  0.732975960    
  0.299999982               2  0.769607544    
  0.319999993               2  0.803176880    
  0.340000004               2  0.833621025    
  0.359999985               2  0.860735893    
  0.379999995               2  0.884479523    
  0.399999976               2  0.904710770    
  0.419999987               2  0.921393394    
  0.439999998               2  0.934431076    
  0.459999979               2  0.943772316    
  0.479999989               2  0.949400902    
  0.500000000               2  0.951277733    
  0.519999981               2  0.949400902    
  0.539999962               2  0.943778038    
  0.560000002               2  0.934420586    
  0.579999983               2  0.921387672    
  0.599999964               2  0.904738426    
  0.620000005               2  0.884456635    
  0.639999986               2  0.860735893    
  0.659999967               2  0.833638191    
  0.680000007               2  0.803160667    
  0.699999988               2  0.769613266    
  0.719999969               2  0.732970238    
  0.740000010               2  0.693454742    
  0.759999990               2  0.651191711    
  0.779999971               2  0.606345177    
  0.799999952               2  0.559185505    
  0.819999993               2  0.509686470    
  0.839999974               2  0.458288670    
  0.859999955               2  0.405062199    
  0.879999995               2  0.350142002    
  0.899999976               2  0.293990612    
  0.919999957               2  0.236566782    
  0.939999998               2  0.178248167    
  0.959999979               2  0.119228959    
  0.979999959               2   5.97306490E-02

   1.99999996E-02           3   5.82711697E-02
   3.99999991E-02           3  0.116241693    
